title,budget,runtime,original_language,release_date,revenue,genre
Casper,50000000,100.0,en,1995-05-26,287928194,Fantasy
The Equalizer,55000000,132.0,en,2014-09-24,192330738,Thriller
Maid in Manhattan,55000000,105.0,en,2002-12-13,154906693,Comedy
Crimson Tide,53000000,116.0,en,1995-05-12,157387195,Action
The Pursuit of Happyness,55000000,117.0,en,2006-12-14,307077295,Drama
Flightplan,55000000,98.0,en,2005-09-22,223387299,Thriller
Disclosure,55000000,123.0,en,1994-12-09,214015089,Drama
City of Angels,55000000,114.0,en,1998-04-10,198685114,Drama
Kill Bill: Vol. 1,30000000,111.0,en,2003-10-10,180949000,Action
Bowfinger,55000000,97.0,en,1999-08-12,0,Comedy
Kill Bill: Vol. 2,30000000,136.0,en,2004-04-16,152159461,Action
Tango & Cash,55000000,104.0,en,1989-12-22,63408614,Action
Death Becomes Her,55000000,104.0,en,1992-07-30,149022650,Fantasy
Shanghai Noon,55000000,110.0,en,2000-05-26,56932305,Adventure
Executive Decision,55000000,133.0,en,1996-03-15,121969216,Action
Mr. Popper's Penguins,55000000,94.0,en,2011-06-17,187361754,Comedy
The Forbidden Kingdom,55000000,104.0,en,2008-04-18,127906624,Action
Free Birds,55000000,91.0,en,2013-10-30,110000000,Animation
Alien³,50000000,114.0,en,1992-05-22,159773545,Science Fiction
Evita,55000000,134.0,en,1996-12-14,141047179,
Ronin,55000000,122.0,en,1998-09-25,41610884,Action
The Ghost and the Darkness,50000000,109.0,en,1996-10-11,75000000,Adventure
Paddington,55000000,95.0,en,2014-11-27,259207227,
The Watch,68000000,98.0,en,2012-07-26,68267862,Comedy
The Hunted,55000000,94.0,en,2003-03-11,34234008,Drama
Instinct,80000000,126.0,en,1999-06-04,0,Drama
Stuck on You,55000000,118.0,en,2003-12-10,33828318,Comedy
Semi-Pro,0,91.0,en,2008-02-28,33472850,Comedy
The Pirates! In an Adventure with Scientists!,60000000,88.0,en,2012-03-12,118338361,Animation
Changeling,55000000,141.0,en,2008-01-30,113020255,Crime
Chain Reaction,50000000,107.0,en,1996-08-02,60209334,Action
The Fan,55000000,116.0,en,1996-08-15,18626419,Drama
The Phantom of the Opera,70000000,143.0,en,2004-12-08,154648887,Thriller
Elizabeth: The Golden Age,55000000,114.0,en,2007-09-09,74237563,Drama
Æon Flux,62000000,93.0,en,2005-11-30,52304001,Action
Gods and Generals,56000000,214.0,en,2003-02-21,12923936,Drama
Turbulence,55000000,100.0,en,1997-01-09,11466088,Action
Imagine That,55000000,107.0,en,2009-06-19,0,Comedy
Muppets Most Wanted,50000000,112.0,en,2014-03-20,80383290,Comedy
Thunderbirds,57000000,95.0,en,2004-07-23,28283637,Action
Burlesque,55000000,119.0,en,2010-11-23,89519773,Drama
A Very Long Engagement,47000000,133.0,fr,2004-10-26,0,Drama
Lolita,2000000,153.0,en,1962-06-13,9250000,Drama
D-Tox,55000000,96.0,en,2002-01-04,6416302,Action
Blade II,54000000,117.0,en,2002-03-22,155010032,Fantasy
Seven Pounds,55000000,123.0,en,2008-12-18,168167691,Drama
Bullet to the Head,55000000,92.0,en,2013-01-31,9489829,Action
The Godfather: Part III,54000000,162.0,en,1990-12-24,136766062,Crime
Elizabethtown,57000000,123.0,en,2005-10-06,52034889,Comedy
"You, Me and Dupree",54000000,108.0,en,2006-07-14,130431368,Comedy
Superman II,54000000,127.0,en,1980-12-04,190458706,Action
Gigli,54000000,121.0,en,2003-08-01,7266209,Drama
All the King's Men,55000000,125.0,en,2006-09-10,9450897,Drama
Shaft,46000000,99.0,en,2000-06-15,107196498,Action
Anastasia,53000000,94.0,en,1997-11-20,139804348,Animation
Moulin Rouge!,52500000,127.0,en,2001-03-09,179213434,Drama
Domestic Disturbance,75000000,89.0,en,2001-10-30,54249294,
Black Mass,53000000,122.0,en,2015-09-04,98837872,Crime
Flags of Our Fathers,90000000,132.0,en,2006-10-18,65900249,
Law Abiding Citizen,53000000,109.0,en,2009-10-15,126690726,Drama
Grindhouse,67000000,191.0,en,2007-04-06,25037897,Thriller
Beloved,0,172.0,en,1998-10-16,0,Drama
Lucky You,0,124.0,en,2007-05-01,5761917,Drama
Catch Me If You Can,52000000,141.0,en,2002-12-25,352114312,Drama
Zero Dark Thirty,40000000,157.0,en,2012-12-19,132820716,Thriller
The Break-Up,52000000,106.0,en,2006-06-01,204999686,Romance
Mamma Mia!,52000000,108.0,en,2008-07-03,609841637,Comedy
Valentine's Day,52000000,125.0,en,2010-02-10,216485654,Comedy
The Dukes of Hazzard,50000000,104.0,en,2005-08-05,110803676,Action
The Thin Red Line,52000000,170.0,en,1998-12-25,98126565,Drama
The Change-Up,52000000,112.0,en,2011-08-05,75450437,Comedy
Man on the Moon,82000000,118.0,en,1999-12-22,47434430,Comedy
Casino,52000000,178.0,en,1995-11-22,116112375,Drama
From Paris with Love,52000000,92.0,en,2010-02-05,52826594,Action
Bulletproof Monk,52000000,104.0,en,2003-03-28,0,Action
"Me, Myself & Irene",51000000,116.0,en,2000-06-22,149270999,Comedy
Barnyard,51000000,90.0,en,2006-08-04,72779000,Animation
Deck the Halls,0,93.0,en,2006-11-22,47231070,Comedy
The Twilight Saga: New Moon,50000000,130.0,en,2009-03-15,709827462,Adventure
Shrek,60000000,90.0,en,2001-05-16,484409218,Adventure
The Adjustment Bureau,50200000,106.0,en,2011-03-03,127869379,Science Fiction
Robin Hood: Prince of Thieves,48000000,143.0,en,1991-06-14,390493908,Adventure
Jerry Maguire,50000000,139.0,en,1996-12-06,273552592,Comedy
Ted,50000000,106.0,en,2012-06-29,549368315,Comedy
As Good as It Gets,50000000,139.0,en,1997-12-19,314178011,Comedy
Patch Adams,50000000,115.0,en,1998-12-25,202292902,Comedy
Anchorman 2: The Legend Continues,50000000,119.0,en,2013-12-18,173649015,Comedy
Mr. Deeds,50000000,96.0,en,2002-06-28,171269535,Comedy
Super 8,50000000,112.0,en,2011-06-08,260095987,Thriller
Erin Brockovich,52000000,131.0,en,2000-03-17,256271286,Drama
How to Lose a Guy in 10 Days,50000000,116.0,en,2003-02-07,177371441,Comedy
22 Jump Street,50000000,112.0,en,2014-06-05,188441614,Crime
Interview with the Vampire,60000000,123.0,en,1994-11-11,223664608,Horror
Yes Man,70000000,104.0,en,2008-12-09,225990978,Comedy
Central Intelligence,50000000,107.0,en,2016-06-15,216972543,Action
Stepmom,0,124.0,en,1998-12-25,0,Drama
Daddy's Home,50000000,96.0,en,2015-12-25,242786137,Comedy
Into the Woods,50000000,125.0,en,2014-12-25,212902372,Fantasy
Inside Man,45000000,129.0,en,2006-03-23,184376254,Crime
Payback,90000000,100.0,en,1999-02-05,161626121,Drama
Congo,50000000,109.0,en,1995-06-09,152022101,Action
We Bought a Zoo,50000000,124.0,en,2011-12-22,120081841,Drama
Knowing,50000000,121.0,en,2009-03-19,155446362,Action
Failure to Launch,50000000,97.0,en,2006-03-10,88715192,Comedy
The Ring Two,50000000,110.0,en,2005-03-17,161451538,Drama
"Crazy, Stupid, Love.",50000000,118.0,en,2011-07-29,142851197,Comedy
Garfield,50000000,80.0,en,2004-06-10,200804534,Animation
Christmas with the Kranks,60000000,99.0,en,2004-11-24,0,Comedy
Moneyball,50000000,133.0,en,2011-09-22,110206216,Drama
Outbreak,50000000,127.0,en,1995-03-10,189859560,Action
Non-Stop,50000000,106.0,en,2014-01-26,222809600,Action
Race to Witch Mountain,50000000,98.0,en,2009-03-12,106303988,Adventure
V for Vendetta,54000000,132.0,en,2006-03-15,132511035,Action
Shanghai Knights,50000000,115.0,en,2003-02-06,88323487,Action
Curious George,50000000,86.0,en,2006-02-10,69834815,Adventure
Herbie Fully Loaded,50000000,101.0,en,2005-06-22,66002004,Comedy
Don't Say a Word,50000000,113.0,en,2001-09-28,100020092,Thriller
Hansel & Gretel: Witch Hunters,50000000,88.0,en,2013-01-17,224803475,Fantasy
Unfaithful,50000000,124.0,en,2002-05-10,119137784,Thriller
I Am Number Four,50000000,109.0,en,2011-02-18,144492830,Action
Syriana,50000000,128.0,en,2005-11-23,94000000,Drama
13 Hours: The Secret Soldiers of Benghazi,50000000,144.0,en,2016-01-13,69411370,Action
The Book of Life,50000000,95.0,en,2014-10-01,97437106,Romance
Firewall,45000000,105.0,en,2006-02-10,82800000,Thriller
Absolute Power,50000000,121.0,en,1997-02-14,50068310,Crime
G.I. Jane,50000000,125.0,en,1997-08-22,48169156,Action
The Game,50000000,129.0,en,1997-09-12,109423648,Drama
Silent Hill,50000000,125.0,en,2006-04-21,97607453,Horror
The Replacements,0,118.0,en,2000-08-07,0,Comedy
American Reunion,50000000,113.0,en,2012-04-04,234989584,Comedy
The Negotiator,50000000,140.0,en,1998-07-29,44547681,Action
Into the Storm,50000000,89.0,en,2014-08-06,160602194,Action
Beverly Hills Cop III,50000000,104.0,en,1994-05-24,119208989,Action
Gremlins 2: The New Batch,50000000,106.0,en,1990-06-15,41482207,Comedy
The Judge,50000000,141.0,en,2014-10-08,83719388,Drama
The Peacemaker,50000000,124.0,en,1997-09-26,0,Action
Resident Evil: Apocalypse,45000000,94.0,en,2004-09-10,129394835,Horror
Bridget Jones: The Edge of Reason,50000000,108.0,en,2004-11-10,40203020,Comedy
Out of Time,50000000,105.0,en,2003-10-03,55495563,Thriller
On Deadly Ground,50000000,102.0,en,1994-02-18,49000000,Action
The Adventures of Sharkboy and Lavagirl,50000000,92.0,en,2005-06-10,69425966,Adventure
The Beach,40000000,119.0,en,2000-02-11,144056873,Drama
Raising Helen,50000000,119.0,en,2004-05-27,49718611,Drama
Ninja Assassin,40000000,99.0,en,2009-09-29,60462347,Action
For Love of the Game,50000000,137.0,en,1999-09-17,0,Drama
Striptease,50000000,115.0,en,1996-06-28,113309743,Drama
Marmaduke,50000000,87.0,en,2010-06-04,83761844,
Hereafter,50000000,129.0,en,2010-10-15,105197635,Drama
Murder by Numbers,50000000,120.0,en,2002-04-19,56714147,Crime
Assassins,50000000,132.0,en,1995-10-06,30303072,Action
Hannibal Rising,50000000,121.0,en,2007-02-06,82169884,Crime
The Story of Us,50000000,95.0,en,1999-10-13,58900031,Comedy
The Host,44000000,125.0,en,2013-03-22,63327201,Action
Basic,50000000,98.0,en,2003-04-18,42792561,Action
Blood Work,50000000,110.0,en,2002-08-04,26199517,Crime
The International,50000000,118.0,en,2009-02-03,60161391,Drama
Escape from L.A.,50000000,97.0,en,1996-08-09,42277365,Action
The Iron Giant,70000000,86.0,en,1999-08-06,23159305,Adventure
The Life Aquatic with Steve Zissou,50000000,119.0,en,2004-12-10,34808403,Adventure
Free State of Jones,50000000,139.0,en,2016-06-24,25035950,
The Life of David Gale,50000000,130.0,en,2003-02-21,38955598,Drama
Man of the House,40000000,100.0,en,2005-02-25,0,Comedy
Run All Night,50000000,114.0,en,2015-03-11,71561644,Action
Eastern Promises,51500000,100.0,en,2007-09-14,55112356,Thriller
Into the Blue,50000000,110.0,en,2005-09-30,44434439,Action
The Messenger: The Story of Joan of Arc,60000000,148.0,fr,1999-10-18,66976317,Adventure
Your Highness,49900000,102.0,en,2011-04-08,26121638,Comedy
Dream House,50000000,84.0,en,2011-09-30,38502340,Drama
Mad City,50000000,114.0,en,1997-11-07,10541523,Action
Baby's Day Out,50000000,99.0,en,1994-07-01,16671505,Action
The Scarlet Letter,50000000,135.0,en,1995-10-13,10382407,Drama
Fair Game,22000000,108.0,en,2010-05-20,24188922,Drama
Domino,50000000,127.0,en,2005-09-22,22944502,Action
Jade,50000000,95.0,en,1995-10-13,9851610,Action
Gamer,50000000,95.0,en,2009-09-03,40828540,Action
Beautiful Creatures,60000000,124.0,en,2013-02-13,60052138,Fantasy
Death to Smoochy,55000000,109.0,en,2002-03-28,0,Comedy
Zoolander 2,50000000,100.0,en,2016-02-06,55969000,Comedy
The Big Bounce,50000000,88.0,en,2004-01-30,6808550,Comedy
What Planet Are You From?,60000000,105.0,en,2000-03-03,0,Comedy
Drive Angry,50000000,105.0,en,2011-02-24,28931401,Fantasy
Street Fighter: The Legend of Chun-Li,50000000,97.0,en,2009-02-27,12764201,Action
The One,49000000,87.0,en,2001-11-02,72700000,Action
The Adventures of Ford Fairlane,49000000,104.0,en,1990-07-11,20423389,Action
The Boat That Rocked,50000000,116.0,en,2009-04-01,36348784,Drama
Traffic,48000000,147.0,en,2000-12-27,207515725,Thriller
Indiana Jones and the Last Crusade,48000000,127.0,en,1989-05-24,474171806,Adventure
Anna Karenina,0,130.0,en,2012-09-06,68929150,Drama
Chappie,49000000,120.0,en,2015-03-04,104399548,Crime
The Bone Collector,73000000,118.0,en,1999-11-04,151493655,Drama
Panic Room,48000000,111.0,en,2002-03-29,196397415,Crime
The Tooth Fairy,0,0.0,de,2006-08-08,0,Horror
Three Kings,75000000,114.0,en,1999-09-27,108000000,Action
Child 44,50000000,137.0,en,2015-03-15,3324330,Crime
Rat Race,48000000,112.0,en,2001-07-30,85498534,Adventure
K-PAX,48000000,120.0,en,2001-10-22,50315140,Drama
Kate & Leopold,0,118.0,en,2001-12-25,0,Comedy
Bedazzled,48000000,93.0,en,2000-10-19,90383208,Fantasy
The Cotton Club,58000000,127.0,en,1984-12-14,25928721,
3:10 to Yuma,55000000,122.0,en,2007-09-06,70016220,
Taken 3,48000000,109.0,en,2014-12-16,325771424,Thriller
Out of Sight,48000000,123.0,en,1998-06-26,77745568,Romance
The Cable Guy,47000000,96.0,en,1996-06-10,102825796,Comedy
Earth,0,101.0,hi,1998-09-16,528972,Drama
Dick Tracy,47000000,103.0,en,1990-06-15,103738726,Adventure
The Thomas Crown Affair,48000000,113.0,en,1999-08-06,124305181,Drama
Riding in Cars with Boys,48000000,132.0,en,2001-10-19,35743308,Comedy
First Blood,15000000,93.0,en,1982-10-22,125212904,Action
Solaris,0,167.0,ru,1972-03-20,0,Drama
Happily N'Ever After,47000000,75.0,en,2006-09-14,38085778,Animation
Mary Reilly,47000000,104.0,en,1996-02-23,12379402,Drama
My Best Friend's Wedding,38000000,105.0,en,1997-06-19,299288605,Comedy
America's Sweethearts,0,102.0,en,2001-07-17,0,Comedy
Insomnia,46000000,118.0,en,2002-05-24,113714830,Crime
Star Trek: First Contact,46000000,111.0,en,1996-11-21,150000000,Science Fiction
Jonah Hex,47000000,80.0,en,2010-06-18,10539000,Action
Courage Under Fire,46000000,117.0,en,1996-07-04,100860818,Drama
Liar Liar,45000000,86.0,en,1997-03-21,181000000,Comedy
The Infiltrator,25000000,127.0,en,2016-07-13,15436808,Crime
Inchon,46000000,140.0,en,1981-05-04,5200000,Drama
The Flintstones,46000000,91.0,en,1994-05-26,341631208,Fantasy
Taken 2,45000000,91.0,en,2012-09-27,376141306,Action
Scary Movie 3,48000000,84.0,en,2003-10-24,220673217,Comedy
Miss Congeniality,45000000,111.0,en,2000-12-14,212000000,Comedy
Journey to the Center of the Earth,45000000,93.0,en,2008-07-10,101702060,Action
The Princess Diaries 2: Royal Engagement,40000000,113.0,en,2004-08-06,95149435,Comedy
The Pelican Brief,45000000,141.0,en,1993-12-16,195268056,Drama
The Client,45000000,119.0,en,1994-07-20,117615211,Drama
The Bucket List,45000000,97.0,en,2007-12-25,175372502,Drama
Patriot Games,45000000,117.0,en,1992-06-04,178051587,Drama
Monster-in-Law,43000000,101.0,en,2005-05-13,154749918,Romance
Prisoners,46000000,153.0,en,2013-09-18,122126687,Drama
Training Day,45000000,122.0,en,2001-10-05,104876233,Action
Galaxy Quest,45000000,102.0,en,1999-12-23,90683916,Comedy
Scary Movie 2,45000000,83.0,en,2001-07-04,141220678,Comedy
The Muppets,45000000,103.0,en,2011-11-22,165184237,Comedy
Blade,45000000,120.0,en,1998-08-21,131183530,Horror
Coach Carter,30000000,136.0,en,2005-01-14,76669806,Drama
Changing Lanes,45000000,89.0,en,2002-04-07,94935764,Action
Anaconda,45000000,89.0,en,1997-04-11,136885767,Adventure
Coyote Ugly,45000000,100.0,en,2000-07-30,113916474,Comedy
Love Actually,40000000,135.0,en,2003-09-07,244931766,Comedy
A Bug's Life,120000000,95.0,en,1998-11-25,363258859,Adventure
From Hell,35000000,122.0,en,2001-10-19,74558115,Horror
The Specialist,45000000,110.0,en,1994-10-07,170362582,Action
Tin Cup,45000000,135.0,en,1996-08-16,53854588,Comedy
"Yours, Mine and Ours",0,111.0,en,1968-04-24,0,Comedy
Kicking & Screaming,45000000,95.0,en,2005-05-13,56070433,Romance
The Hitchhiker's Guide to the Galaxy,50000000,109.0,en,2005-01-15,104478416,Adventure
Fat Albert,0,93.0,en,2004-12-12,0,Comedy
Resident Evil: Extinction,45000000,94.0,en,2007-09-20,148412065,Horror
Blended,40000000,117.0,en,2014-05-21,123494610,Comedy
Last Holiday,45000000,112.0,en,2006-01-13,38399961,Adventure
The River Wild,45000000,111.0,en,1994-09-30,0,Action
The Indian in the Cupboard,45000000,96.0,en,1995-07-14,0,Adventure
Savages,45000000,131.0,en,2012-07-06,82966152,Crime
Cellular,25000000,94.0,en,2004-09-06,56422687,Action
Johnny English,40000000,88.0,en,2003-04-06,160583018,Adventure
The Ant Bully,50000000,88.0,en,2006-07-27,55181129,Fantasy
Dune,40000000,137.0,en,1984-12-14,30925690,Action
Across the Universe,0,133.0,en,2007-09-14,0,Adventure
Revolutionary Road,35000000,119.0,en,2008-12-19,75225693,Drama
16 Blocks,55000000,105.0,en,2006-03-01,65664721,Action
Babylon A.D.,70000000,101.0,en,2008-08-20,72108608,Action
The Glimmer Man,45000000,92.0,en,1996-10-04,0,Action
Multiplicity,45000000,117.0,en,1996-07-19,0,Comedy
Aliens in the Attic,45000000,86.0,en,2009-07-31,57881056,Adventure
The Pledge,35000000,123.0,en,2001-01-09,29400000,Crime
The Producers,45000000,134.0,en,2005-12-25,38058335,Comedy
The Phantom,45000000,100.0,en,1996-06-06,17300889,Adventure
All the Pretty Horses,57000000,117.0,en,2000-12-11,0,Drama
Nixon,44000000,192.0,en,1995-12-22,13681765,
The Ghost Writer,45000000,128.0,en,2010-02-12,60222298,Thriller
Deep Rising,45000000,106.0,en,1998-01-30,11203026,Adventure
Miracle at St. Anna,45000000,160.0,en,2008-09-15,9323833,Drama
Curse of the Golden Flower,110,114.0,zh,2006-12-21,0,Action
Bangkok Dangerous,45000000,99.0,en,2008-08-21,42487390,Action
Big Trouble,40000000,85.0,en,2002-04-05,8493890,Action
Love in the Time of Cholera,45000000,139.0,en,2007-10-04,4607608,Drama
Shadow Conspiracy,45000000,103.0,en,1997-01-31,2154540,Action
Johnny English Reborn,45000000,101.0,en,2011-09-15,160078586,Crime
Foodfight!,65000000,87.0,en,2012-06-15,73706,Animation
Argo,44500000,120.0,en,2012-10-11,232324128,Drama
The Fugitive,44000000,130.0,en,1993-08-06,368875760,Adventure
The Bounty Hunter,40000000,110.0,en,2010-03-16,136000000,Action
Sleepers,44000000,147.0,en,1996-10-18,165615285,Crime
Rambo: First Blood Part II,44000000,96.0,en,1985-05-21,300400432,Action
The Juror,44000000,118.0,en,1996-02-02,0,Drama
Pinocchio,2600000,88.0,en,1940-02-23,84300000,Animation
Heaven's Gate,44000000,219.0,en,1980-11-19,3484331,Action
Underworld: Evolution,50000000,106.0,en,2006-01-12,111340801,Fantasy
Victor Frankenstein,40000000,109.0,en,2015-11-10,34227298,Drama
Finding Forrester,43000000,136.0,en,2000-12-21,80049764,Drama
28 Days,43000000,103.0,en,2000-04-06,0,Comedy
Unleashed,45000000,103.0,en,2005-02-02,50871113,Action
The Sweetest Thing,43000000,84.0,en,2002-04-12,68696770,Romance
The Firm,42000000,154.0,en,1993-06-30,270248367,Drama
Charlie St. Cloud,44000000,99.0,en,2010-05-01,48190704,Drama
The Mechanic,40000000,93.0,en,2011-01-13,51070807,Action
21 Jump Street,42000000,109.0,en,2012-03-12,201585328,Action
Notting Hill,42000000,124.0,en,1999-05-13,363889678,Romance
Chicken Run,45000000,84.0,en,2000-06-21,224834564,Animation
Along Came Polly,42000000,90.0,en,2004-01-16,171963386,Comedy
Boomerang,40000000,117.0,en,1992-06-30,70100000,Comedy
The Heat,43000000,117.0,en,2013-06-27,158674180,Action
Cleopatra,31115000,248.0,en,1963-06-12,71000000,Drama
Here Comes the Boom,0,105.0,en,2012-10-11,73100172,Comedy
High Crimes,42000000,115.0,en,2002-04-03,63781810,Drama
The Mirror Has Two Faces,42000000,126.0,en,1996-11-15,0,Comedy
The Mothman Prophecies,32000000,119.0,en,2002-01-25,55157539,Drama
Brüno,42000000,83.0,en,2009-07-08,0,Comedy
Licence to Kill,32000000,133.0,en,1989-07-07,156167015,Adventure
Red Riding Hood,42000000,100.0,en,2011-03-11,89162162,Fantasy
15 Minutes,60000000,120.0,en,2001-03-01,56359980,Action
Super Mario Bros.,48000000,104.0,en,1993-05-28,20915465,Adventure
Lord of War,42000000,122.0,en,2005-09-16,24127895,Crime
Hero,31000000,99.0,zh,2002-12-19,177394432,Drama
One for the Money,40000000,91.0,en,2012-01-26,36893721,Action
The Interview,44000000,112.0,en,2014-12-25,12342632,Action
The Warrior's Way,42000000,100.0,en,2010-12-02,11087569,Adventure
Micmacs,33000000,100.0,fr,2009-10-28,14000000,Action
8 Mile,41000000,110.0,en,2002-11-08,215000000,Drama
Why I Did (Not) Eat My Father,0,100.0,fr,2015-04-08,0,Adventure
A Knight's Tale,65000000,132.0,en,2001-05-11,117487473,Adventure
The Medallion,41000000,88.0,en,2003-08-15,0,Thriller
The Sixth Sense,40000000,107.0,en,1999-08-06,672806292,
Man on a Ledge,42000000,102.0,en,2012-01-13,46221189,Action
The Big Year,41000000,100.0,en,2011-10-13,7448385,Comedy
The Karate Kid,8000000,126.0,en,1984-06-22,90815558,Drama
American Hustle,40000000,138.0,en,2013-12-12,251171807,Drama
The Proposal,40000000,108.0,en,2009-06-01,317375031,Comedy
Double Jeopardy,70000000,105.0,en,1999-09-24,177841558,Crime
Back to the Future Part II,40000000,108.0,en,1989-11-20,332000000,Adventure
Lucy,40000000,89.0,en,2014-07-14,126546825,Action
Fifty Shades of Grey,40000000,125.0,en,2015-02-11,571006128,Drama
Spy Kids 3-D: Game Over,38000000,84.0,en,2003-07-25,197011982,Action
A Time to Kill,40000000,149.0,en,1996-07-24,152266007,Crime
Cheaper by the Dozen,40000000,98.0,en,2003-12-24,190212113,Comedy
Lone Survivor,40000000,121.0,en,2013-12-24,149295601,Action
A League of Their Own,40000000,128.0,en,1992-07-01,107458785,Comedy
The Conjuring 2,40000000,134.0,en,2016-05-13,320170008,Horror
The Social Network,40000000,120.0,en,2010-09-30,224920315,Drama
He's Just Not That Into You,40000000,129.0,en,2009-02-06,177259441,Comedy
Scary Movie 4,45000000,83.0,en,2006-04-13,178262620,Comedy
Scream 3,40000000,116.0,en,2000-02-03,161834276,Horror
Back to the Future Part III,40000000,118.0,en,1990-05-25,244527583,Adventure
Get Hard,40000000,100.0,en,2015-03-26,111811453,Comedy
Dracula,40000000,128.0,en,1992-11-13,215862692,Romance
Julie & Julia,40000000,123.0,en,2009-08-06,129540499,Romance
42,40000000,128.0,en,2013-04-12,95020213,Drama
The Talented Mr. Ripley,40000000,139.0,en,1999-12-25,128798265,Thriller
Dumb and Dumber To,40000000,110.0,en,2014-11-12,169837010,Comedy
Eight Below,40000000,120.0,en,2006-02-17,120455994,Adventure
The Intern,35000000,121.0,en,2015-09-24,194564672,Comedy
Ride Along 2,40000000,102.0,en,2016-01-14,124827316,Action
The Last of the Mohicans,40000000,112.0,en,1992-09-25,75505856,Action
Ray,40000000,152.0,en,2004-10-29,124731534,Drama
Sin City,40000000,124.0,en,2005-04-01,158733820,Action
Vantage Point,40000000,90.0,en,2008-02-01,151161491,Drama
"I Love You, Man",41000000,105.0,en,2009-03-20,91636986,Comedy
Shallow Hal,40000000,114.0,en,2001-11-01,141069860,Comedy
JFK,40000000,189.0,en,1991-12-20,205405498,Drama
Big Momma's House 2,40000000,99.0,en,2006-01-26,138259062,Comedy
The Mexican,57000000,123.0,en,2001-03-01,147845033,Action
17 Again,20000000,102.0,en,2009-03-11,136267476,Comedy
The Other Woman,40000000,109.0,en,2014-04-16,196781193,Comedy
The Final Destination,40000000,82.0,en,2009-08-26,186167139,Horror
Bridge of Spies,40000000,141.0,en,2015-10-15,165478348,Thriller
Behind Enemy Lines,40000000,106.0,en,2001-11-17,91753202,Action
Get Him to the Greek,40000000,109.0,en,2010-06-04,90029656,Comedy
Shall We Dance?,50000000,107.0,en,2004-10-15,170128460,Drama
Small Soldiers,40000000,110.0,en,1998-07-10,54682547,Comedy
Spawn,40000000,96.0,en,1997-07-31,87840042,Action
The Count of Monte Cristo,35000000,131.0,en,2002-01-23,75395048,Action
The Lincoln Lawyer,40000000,119.0,en,2011-03-17,85412898,Crime
Unknown,30000000,113.0,en,2011-02-16,130786397,Action
The Prestige,40000000,130.0,en,2006-10-19,109676311,Drama
Horrible Bosses 2,42000000,108.0,en,2014-11-26,107670357,Comedy
Escape from Planet Earth,40000000,89.0,en,2013-02-14,74597643,Animation
Apocalypto,40000000,139.0,en,2006-12-07,120175290,Action
The Living Daylights,40000000,130.0,en,1987-06-29,191185897,Action
Predators,40000000,107.0,en,2010-07-03,126248813,Action
Legal Eagles,0,116.0,en,1986-06-18,0,Comedy
Secret Window,40000000,96.0,en,2004-03-12,92913171,Thriller
The Lake House,40000000,99.0,en,2006-06-16,114830111,Romance
The Skeleton Key,43000000,104.0,en,2005-07-29,91974818,Drama
The Odd Life of Timothy Green,0,105.0,en,2012-08-15,51854875,Fantasy
Made of Honor,40000000,101.0,en,2008-05-02,84601681,Comedy
Jersey Boys,40000000,134.0,en,2014-06-05,67347013,
The Rainmaker,40000000,135.0,en,1997-11-18,45916769,Drama
Gothika,40000000,98.0,en,2003-11-21,141591324,Horror
Amistad,36000000,155.0,en,1997-12-03,74000000,Drama
Medicine Man,40000000,106.0,en,1992-02-07,0,Adventure
Aliens vs Predator: Requiem,40000000,94.0,en,2007-12-25,41797066,Fantasy
Ri¢hie Ri¢h,40000000,95.0,en,1994-12-19,0,Comedy
Autumn in New York,65000000,103.0,en,2000-08-11,0,Drama
Music and Lyrics,40000000,96.0,en,2007-02-09,145896422,Comedy
Paul,40000000,104.0,en,2011-02-14,97552050,Adventure
The Guilt Trip,40000000,95.0,en,2012-12-19,41863726,Comedy
Scream 4,40000000,111.0,en,2011-04-11,97138686,Horror
8MM,40000000,123.0,en,1999-02-26,96618699,Thriller
The Doors,38000000,140.0,en,1991-03-01,34416893,Drama
Sex Tape,40000000,97.0,en,2014-07-17,126069509,Comedy
Hanging Up,40000000,94.0,en,2000-02-16,36037909,Comedy
Final Destination 5,47000000,92.0,en,2011-08-12,157887643,Horror
Mickey Blue Eyes,0,102.0,en,1999-08-16,0,Comedy
Pay It Forward,40000000,122.0,en,2000-10-12,55707411,Drama
Fever Pitch,30000000,103.0,en,2005-04-06,50451307,Comedy
Drillbit Taylor,40000000,102.0,en,2008-03-20,0,Comedy
A Million Ways to Die in the West,0,116.0,en,2014-05-22,0,Comedy
The Shadow,25000000,108.0,en,1994-07-01,48063435,Adventure
Extremely Loud & Incredibly Close,40000000,129.0,en,2011-12-24,55247881,Drama
Morning Glory,40000000,102.0,en,2010-01-12,58785180,Comedy
Get Rich or Die Tryin',40000000,117.0,en,2005-11-09,46442528,Drama
The Art of War,40000000,117.0,en,2000-08-23,30199105,Crime
Rent,40000000,135.0,en,2005-11-23,31670620,Drama
Bless the Child,40000000,107.0,en,2000-08-11,0,Drama
The Out-of-Towners,75000000,90.0,en,1999-04-02,29000000,Comedy
The Island of Dr. Moreau,40000000,96.0,en,1996-08-23,49627779,Fantasy
The Musketeer,40000000,104.0,en,2001-09-07,27053815,Action
The Other Boleyn Girl,35000000,115.0,en,2008-02-28,0,Drama
Sweet November,40000000,119.0,en,2001-02-16,65754228,Drama
The Reaping,40000000,99.0,en,2007-04-05,62771059,Horror
