,title,genre,budget,runtime,year,month,revenue
874,Anastasia,Animation,53000000,94.0,1997,11,139804348
875,Moulin Rouge!,Drama,52500000,127.0,2001,3,179213434
876,Domestic Disturbance,,75000000,89.0,2001,10,54249294
877,Black Mass,Crime,53000000,122.0,2015,9,98837872
878,Flags of Our Fathers,,90000000,132.0,2006,10,65900249
879,Law Abiding Citizen,Drama,53000000,109.0,2009,10,126690726
880,Grindhouse,Thriller,67000000,191.0,2007,4,25037897
881,Beloved,Drama,0,172.0,1998,10,0
882,Lucky You,Drama,0,124.0,2007,5,5761917
883,Catch Me If You Can,Drama,52000000,141.0,2002,12,352114312
884,Zero Dark Thirty,Thriller,40000000,157.0,2012,12,132820716
885,The Break-Up,Romance,52000000,106.0,2006,6,204999686
886,Mamma Mia!,Comedy,52000000,108.0,2008,7,609841637
887,Valentine's Day,Comedy,52000000,125.0,2010,2,216485654
888,The Dukes of Hazzard,Action,50000000,104.0,2005,8,110803676
889,The Thin Red Line,Drama,52000000,170.0,1998,12,98126565
890,The Change-Up,Comedy,52000000,112.0,2011,8,75450437
891,Man on the Moon,Comedy,82000000,118.0,1999,12,47434430
892,Casino,Drama,52000000,178.0,1995,11,116112375
893,From Paris with Love,Action,52000000,92.0,2010,2,52826594
894,Bulletproof Monk,Action,52000000,104.0,2003,3,0
895,"Me, Myself & Irene",Comedy,51000000,116.0,2000,6,149270999
896,Barnyard,Animation,51000000,90.0,2006,8,72779000
897,Deck the Halls,Comedy,0,93.0,2006,11,47231070
898,The Twilight Saga: New Moon,Adventure,50000000,130.0,2009,3,709827462
899,Shrek,Adventure,60000000,90.0,2001,5,484409218
900,The Adjustment Bureau,Science Fiction,50200000,106.0,2011,3,127869379
901,Robin Hood: Prince of Thieves,Adventure,48000000,143.0,1991,6,390493908
902,Jerry Maguire,Comedy,50000000,139.0,1996,12,273552592
903,Ted,Comedy,50000000,106.0,2012,6,549368315
904,As Good as It Gets,Comedy,50000000,139.0,1997,12,314178011
905,Patch Adams,Comedy,50000000,115.0,1998,12,202292902
906,Anchorman 2: The Legend Continues,Comedy,50000000,119.0,2013,12,173649015
907,Mr. Deeds,Comedy,50000000,96.0,2002,6,171269535
908,Super 8,Thriller,50000000,112.0,2011,6,260095987
909,Erin Brockovich,Drama,52000000,131.0,2000,3,256271286
910,How to Lose a Guy in 10 Days,Comedy,50000000,116.0,2003,2,177371441
911,22 Jump Street,Crime,50000000,112.0,2014,6,188441614
912,Interview with the Vampire,Horror,60000000,123.0,1994,11,223664608
913,Yes Man,Comedy,70000000,104.0,2008,12,225990978
914,Central Intelligence,Action,50000000,107.0,2016,6,216972543
915,Stepmom,Drama,0,124.0,1998,12,0
916,Daddy's Home,Comedy,50000000,96.0,2015,12,242786137
917,Into the Woods,Fantasy,50000000,125.0,2014,12,212902372
918,Inside Man,Crime,45000000,129.0,2006,3,184376254
919,Payback,Drama,90000000,100.0,1999,2,161626121
920,Congo,Action,50000000,109.0,1995,6,152022101
921,We Bought a Zoo,Drama,50000000,124.0,2011,12,120081841
922,Knowing,Action,50000000,121.0,2009,3,155446362
923,Failure to Launch,Comedy,50000000,97.0,2006,3,88715192
924,The Ring Two,Drama,50000000,110.0,2005,3,161451538
925,"Crazy, Stupid, Love.",Comedy,50000000,118.0,2011,7,142851197
926,Garfield,Animation,50000000,80.0,2004,6,200804534
927,Christmas with the Kranks,Comedy,60000000,99.0,2004,11,0
928,Moneyball,Drama,50000000,133.0,2011,9,110206216
929,Outbreak,Action,50000000,127.0,1995,3,189859560
930,Non-Stop,Action,50000000,106.0,2014,1,222809600
931,Race to Witch Mountain,Adventure,50000000,98.0,2009,3,106303988
932,V for Vendetta,Action,54000000,132.0,2006,3,132511035
933,Shanghai Knights,Action,50000000,115.0,2003,2,88323487
934,Curious George,Adventure,50000000,86.0,2006,2,69834815
935,Herbie Fully Loaded,Comedy,50000000,101.0,2005,6,66002004
936,Don't Say a Word,Thriller,50000000,113.0,2001,9,100020092
937,Hansel & Gretel: Witch Hunters,Fantasy,50000000,88.0,2013,1,224803475
938,Unfaithful,Thriller,50000000,124.0,2002,5,119137784
939,I Am Number Four,Action,50000000,109.0,2011,2,144492830
940,Syriana,Drama,50000000,128.0,2005,11,94000000
941,13 Hours: The Secret Soldiers of Benghazi,Action,50000000,144.0,2016,1,69411370
942,The Book of Life,Romance,50000000,95.0,2014,10,97437106
943,Firewall,Thriller,45000000,105.0,2006,2,82800000
944,Absolute Power,Crime,50000000,121.0,1997,2,50068310
945,G.I. Jane,Action,50000000,125.0,1997,8,48169156
946,The Game,Drama,50000000,129.0,1997,9,109423648
947,Silent Hill,Horror,50000000,125.0,2006,4,97607453
948,The Replacements,Comedy,0,118.0,2000,8,0
949,American Reunion,Comedy,50000000,113.0,2012,4,234989584
950,The Negotiator,Action,50000000,140.0,1998,7,44547681
951,Into the Storm,Action,50000000,89.0,2014,8,160602194
952,Beverly Hills Cop III,Action,50000000,104.0,1994,5,119208989
953,Gremlins 2: The New Batch,Comedy,50000000,106.0,1990,6,41482207
954,The Judge,Drama,50000000,141.0,2014,10,83719388
955,The Peacemaker,Action,50000000,124.0,1997,9,0
956,Resident Evil: Apocalypse,Horror,45000000,94.0,2004,9,129394835
957,Bridget Jones: The Edge of Reason,Comedy,50000000,108.0,2004,11,40203020
958,Out of Time,Thriller,50000000,105.0,2003,10,55495563
959,On Deadly Ground,Action,50000000,102.0,1994,2,49000000
960,The Adventures of Sharkboy and Lavagirl,Adventure,50000000,92.0,2005,6,69425966
961,The Beach,Drama,40000000,119.0,2000,2,144056873
962,Raising Helen,Drama,50000000,119.0,2004,5,49718611
963,Ninja Assassin,Action,40000000,99.0,2009,9,60462347
964,For Love of the Game,Drama,50000000,137.0,1999,9,0
965,Striptease,Drama,50000000,115.0,1996,6,113309743
966,Marmaduke,,50000000,87.0,2010,6,83761844
967,Hereafter,Drama,50000000,129.0,2010,10,105197635
968,Murder by Numbers,Crime,50000000,120.0,2002,4,56714147
969,Assassins,Action,50000000,132.0,1995,10,30303072
970,Hannibal Rising,Crime,50000000,121.0,2007,2,82169884
971,The Story of Us,Comedy,50000000,95.0,1999,10,58900031
972,The Host,Action,44000000,125.0,2013,3,63327201
973,Basic,Action,50000000,98.0,2003,4,42792561
974,Blood Work,Crime,50000000,110.0,2002,8,26199517
975,The International,Drama,50000000,118.0,2009,2,60161391
976,Escape from L.A.,Action,50000000,97.0,1996,8,42277365
977,The Iron Giant,Adventure,70000000,86.0,1999,8,23159305
978,The Life Aquatic with Steve Zissou,Adventure,50000000,119.0,2004,12,34808403
979,Free State of Jones,,50000000,139.0,2016,6,25035950
980,The Life of David Gale,Drama,50000000,130.0,2003,2,38955598
981,Man of the House,Comedy,40000000,100.0,2005,2,0
982,Run All Night,Action,50000000,114.0,2015,3,71561644
983,Eastern Promises,Thriller,51500000,100.0,2007,9,55112356
984,Into the Blue,Action,50000000,110.0,2005,9,44434439
985,The Messenger: The Story of Joan of Arc,Adventure,60000000,148.0,1999,10,66976317
986,Your Highness,Comedy,49900000,102.0,2011,4,26121638
987,Dream House,Drama,50000000,84.0,2011,9,38502340
988,Mad City,Action,50000000,114.0,1997,11,10541523
989,Baby's Day Out,Action,50000000,99.0,1994,7,16671505
990,The Scarlet Letter,Drama,50000000,135.0,1995,10,10382407
991,Fair Game,Drama,22000000,108.0,2010,5,24188922
992,Domino,Action,50000000,127.0,2005,9,22944502
993,Jade,Action,50000000,95.0,1995,10,9851610
994,Gamer,Action,50000000,95.0,2009,9,40828540
995,Beautiful Creatures,Fantasy,60000000,124.0,2013,2,60052138
996,Death to Smoochy,Comedy,55000000,109.0,2002,3,0
997,Zoolander 2,Comedy,50000000,100.0,2016,2,55969000
998,The Big Bounce,Comedy,50000000,88.0,2004,1,6808550
999,What Planet Are You From?,Comedy,60000000,105.0,2000,3,0
1000,Drive Angry,Fantasy,50000000,105.0,2011,2,28931401
1001,Street Fighter: The Legend of Chun-Li,Action,50000000,97.0,2009,2,12764201
1002,The One,Action,49000000,87.0,2001,11,72700000
1003,The Adventures of Ford Fairlane,Action,49000000,104.0,1990,7,20423389
1004,The Boat That Rocked,Drama,50000000,116.0,2009,4,36348784
1005,Traffic,Thriller,48000000,147.0,2000,12,207515725
1006,Indiana Jones and the Last Crusade,Adventure,48000000,127.0,1989,5,474171806
1007,Anna Karenina,Drama,0,130.0,2012,9,68929150
1008,Chappie,Crime,49000000,120.0,2015,3,104399548
1009,The Bone Collector,Drama,73000000,118.0,1999,11,151493655
1010,Panic Room,Crime,48000000,111.0,2002,3,196397415
1011,The Tooth Fairy,Horror,0,0.0,2006,8,0
1012,Three Kings,Action,75000000,114.0,1999,9,108000000
1013,Child 44,Crime,50000000,137.0,2015,3,3324330
1014,Rat Race,Adventure,48000000,112.0,2001,7,85498534
1015,K-PAX,Drama,48000000,120.0,2001,10,50315140
1016,Kate & Leopold,Comedy,0,118.0,2001,12,0
1017,Bedazzled,Fantasy,48000000,93.0,2000,10,90383208
1018,The Cotton Club,,58000000,127.0,1984,12,25928721
1019,3:10 to Yuma,,55000000,122.0,2007,9,70016220
1020,Taken 3,Thriller,48000000,109.0,2014,12,325771424
1021,Out of Sight,Romance,48000000,123.0,1998,6,77745568
1022,The Cable Guy,Comedy,47000000,96.0,1996,6,102825796
1023,Earth,Drama,0,101.0,1998,9,528972
1024,Dick Tracy,Adventure,47000000,103.0,1990,6,103738726
1025,The Thomas Crown Affair,Drama,48000000,113.0,1999,8,124305181
1026,Riding in Cars with Boys,Comedy,48000000,132.0,2001,10,35743308
1027,First Blood,Action,15000000,93.0,1982,10,125212904
1028,Solaris,Drama,0,167.0,1972,3,0
1029,Happily N'Ever After,Animation,47000000,75.0,2006,9,38085778
1030,Mary Reilly,Drama,47000000,104.0,1996,2,12379402
1031,My Best Friend's Wedding,Comedy,38000000,105.0,1997,6,299288605
1032,America's Sweethearts,Comedy,0,102.0,2001,7,0
1033,Insomnia,Crime,46000000,118.0,2002,5,113714830
1034,Star Trek: First Contact,Science Fiction,46000000,111.0,1996,11,150000000
1035,Jonah Hex,Action,47000000,80.0,2010,6,10539000
1036,Courage Under Fire,Drama,46000000,117.0,1996,7,100860818
1037,Liar Liar,Comedy,45000000,86.0,1997,3,181000000
1038,The Infiltrator,Crime,25000000,127.0,2016,7,15436808
1039,Inchon,Drama,46000000,140.0,1981,5,5200000
1040,The Flintstones,Fantasy,46000000,91.0,1994,5,341631208
1041,Taken 2,Action,45000000,91.0,2012,9,376141306
1042,Scary Movie 3,Comedy,48000000,84.0,2003,10,220673217
1043,Miss Congeniality,Comedy,45000000,111.0,2000,12,212000000
1044,Journey to the Center of the Earth,Action,45000000,93.0,2008,7,101702060
1045,The Princess Diaries 2: Royal Engagement,Comedy,40000000,113.0,2004,8,95149435
1046,The Pelican Brief,Drama,45000000,141.0,1993,12,195268056
1047,The Client,Drama,45000000,119.0,1994,7,117615211
1048,The Bucket List,Drama,45000000,97.0,2007,12,175372502
1049,Patriot Games,Drama,45000000,117.0,1992,6,178051587
1050,Monster-in-Law,Romance,43000000,101.0,2005,5,154749918
1051,Prisoners,Drama,46000000,153.0,2013,9,122126687
1052,Training Day,Action,45000000,122.0,2001,10,104876233
1053,Galaxy Quest,Comedy,45000000,102.0,1999,12,90683916
1054,Scary Movie 2,Comedy,45000000,83.0,2001,7,141220678
1055,The Muppets,Comedy,45000000,103.0,2011,11,165184237
1056,Blade,Horror,45000000,120.0,1998,8,131183530
1057,Coach Carter,Drama,30000000,136.0,2005,1,76669806
1058,Changing Lanes,Action,45000000,89.0,2002,4,94935764
1059,Anaconda,Adventure,45000000,89.0,1997,4,136885767
1060,Coyote Ugly,Comedy,45000000,100.0,2000,7,113916474
1061,Love Actually,Comedy,40000000,135.0,2003,9,244931766
1062,A Bug's Life,Adventure,120000000,95.0,1998,11,363258859
1063,From Hell,Horror,35000000,122.0,2001,10,74558115
1064,The Specialist,Action,45000000,110.0,1994,10,170362582
1065,Tin Cup,Comedy,45000000,135.0,1996,8,53854588
1066,"Yours, Mine and Ours",Comedy,0,111.0,1968,4,0
1067,Kicking & Screaming,Romance,45000000,95.0,2005,5,56070433
1068,The Hitchhiker's Guide to the Galaxy,Adventure,50000000,109.0,2005,1,104478416
1069,Fat Albert,Comedy,0,93.0,2004,12,0
1070,Resident Evil: Extinction,Horror,45000000,94.0,2007,9,148412065
1071,Blended,Comedy,40000000,117.0,2014,5,123494610
1072,Last Holiday,Adventure,45000000,112.0,2006,1,38399961
1073,The River Wild,Action,45000000,111.0,1994,9,0
1074,The Indian in the Cupboard,Adventure,45000000,96.0,1995,7,0
1075,Savages,Crime,45000000,131.0,2012,7,82966152
1076,Cellular,Action,25000000,94.0,2004,9,56422687
1077,Johnny English,Adventure,40000000,88.0,2003,4,160583018
1078,The Ant Bully,Fantasy,50000000,88.0,2006,7,55181129
1079,Dune,Action,40000000,137.0,1984,12,30925690
1080,Across the Universe,Adventure,0,133.0,2007,9,0
1081,Revolutionary Road,Drama,35000000,119.0,2008,12,75225693
1082,16 Blocks,Action,55000000,105.0,2006,3,65664721
1083,Babylon A.D.,Action,70000000,101.0,2008,8,72108608
1084,The Glimmer Man,Action,45000000,92.0,1996,10,0
1085,Multiplicity,Comedy,45000000,117.0,1996,7,0
1086,Aliens in the Attic,Adventure,45000000,86.0,2009,7,57881056
1087,The Pledge,Crime,35000000,123.0,2001,1,29400000
1088,The Producers,Comedy,45000000,134.0,2005,12,38058335
1089,The Phantom,Adventure,45000000,100.0,1996,6,17300889
1090,All the Pretty Horses,Drama,57000000,117.0,2000,12,0
1091,Nixon,,44000000,192.0,1995,12,13681765
1092,The Ghost Writer,Thriller,45000000,128.0,2010,2,60222298
1093,Deep Rising,Adventure,45000000,106.0,1998,1,11203026
1094,Miracle at St. Anna,Drama,45000000,160.0,2008,9,9323833
1095,Curse of the Golden Flower,Action,110,114.0,2006,12,0
1096,Bangkok Dangerous,Action,45000000,99.0,2008,8,42487390
1097,Big Trouble,Action,40000000,85.0,2002,4,8493890
1098,Love in the Time of Cholera,Drama,45000000,139.0,2007,10,4607608
1099,Shadow Conspiracy,Action,45000000,103.0,1997,1,2154540
1100,Johnny English Reborn,Crime,45000000,101.0,2011,9,160078586
1101,Foodfight!,Animation,65000000,87.0,2012,6,73706
1102,Argo,Drama,44500000,120.0,2012,10,232324128
1103,The Fugitive,Adventure,44000000,130.0,1993,8,368875760
1104,The Bounty Hunter,Action,40000000,110.0,2010,3,136000000
1105,Sleepers,Crime,44000000,147.0,1996,10,165615285
1106,Rambo: First Blood Part II,Action,44000000,96.0,1985,5,300400432
1107,The Juror,Drama,44000000,118.0,1996,2,0
1108,Pinocchio,Animation,2600000,88.0,1940,2,84300000
1109,Heaven's Gate,Action,44000000,219.0,1980,11,3484331
1110,Underworld: Evolution,Fantasy,50000000,106.0,2006,1,111340801
1111,Victor Frankenstein,Drama,40000000,109.0,2015,11,34227298
1112,Finding Forrester,Drama,43000000,136.0,2000,12,80049764
1113,28 Days,Comedy,43000000,103.0,2000,4,0
1114,Unleashed,Action,45000000,103.0,2005,2,50871113
1115,The Sweetest Thing,Romance,43000000,84.0,2002,4,68696770
1116,The Firm,Drama,42000000,154.0,1993,6,270248367
1117,Charlie St. Cloud,Drama,44000000,99.0,2010,5,48190704
1118,The Mechanic,Action,40000000,93.0,2011,1,51070807
1119,21 Jump Street,Action,42000000,109.0,2012,3,201585328
1120,Notting Hill,Romance,42000000,124.0,1999,5,363889678
1121,Chicken Run,Animation,45000000,84.0,2000,6,224834564
1122,Along Came Polly,Comedy,42000000,90.0,2004,1,171963386
1123,Boomerang,Comedy,40000000,117.0,1992,6,70100000
1124,The Heat,Action,43000000,117.0,2013,6,158674180
1125,Cleopatra,Drama,31115000,248.0,1963,6,71000000
1126,Here Comes the Boom,Comedy,0,105.0,2012,10,73100172
1127,High Crimes,Drama,42000000,115.0,2002,4,63781810
1128,The Mirror Has Two Faces,Comedy,42000000,126.0,1996,11,0
1129,The Mothman Prophecies,Drama,32000000,119.0,2002,1,55157539
1130,Brüno,Comedy,42000000,83.0,2009,7,0
1131,Licence to Kill,Adventure,32000000,133.0,1989,7,156167015
1132,Red Riding Hood,Fantasy,42000000,100.0,2011,3,89162162
1133,15 Minutes,Action,60000000,120.0,2001,3,56359980
1134,Super Mario Bros.,Adventure,48000000,104.0,1993,5,20915465
1135,Lord of War,Crime,42000000,122.0,2005,9,24127895
1136,Hero,Drama,31000000,99.0,2002,12,177394432
1137,One for the Money,Action,40000000,91.0,2012,1,36893721
1138,The Interview,Action,44000000,112.0,2014,12,12342632
1139,The Warrior's Way,Adventure,42000000,100.0,2010,12,11087569
1140,Micmacs,Action,33000000,100.0,2009,10,14000000
1141,8 Mile,Drama,41000000,110.0,2002,11,215000000
1142,Why I Did (Not) Eat My Father,Adventure,0,100.0,2015,4,0
1143,A Knight's Tale,Adventure,65000000,132.0,2001,5,117487473
1144,The Medallion,Thriller,41000000,88.0,2003,8,0
1145,The Sixth Sense,,40000000,107.0,1999,8,672806292
1146,Man on a Ledge,Action,42000000,102.0,2012,1,46221189
1147,The Big Year,Comedy,41000000,100.0,2011,10,7448385
1148,The Karate Kid,Drama,8000000,126.0,1984,6,90815558
1149,American Hustle,Drama,40000000,138.0,2013,12,251171807
1150,The Proposal,Comedy,40000000,108.0,2009,6,317375031
1151,Double Jeopardy,Crime,70000000,105.0,1999,9,177841558
1152,Back to the Future Part II,Adventure,40000000,108.0,1989,11,332000000
1153,Lucy,Action,40000000,89.0,2014,7,126546825
1154,Fifty Shades of Grey,Drama,40000000,125.0,2015,2,571006128
1155,Spy Kids 3-D: Game Over,Action,38000000,84.0,2003,7,197011982
1156,A Time to Kill,Crime,40000000,149.0,1996,7,152266007
1157,Cheaper by the Dozen,Comedy,40000000,98.0,2003,12,190212113
1158,Lone Survivor,Action,40000000,121.0,2013,12,149295601
1159,A League of Their Own,Comedy,40000000,128.0,1992,7,107458785
1160,The Conjuring 2,Horror,40000000,134.0,2016,5,320170008
1161,The Social Network,Drama,40000000,120.0,2010,9,224920315
1162,He's Just Not That Into You,Comedy,40000000,129.0,2009,2,177259441
1163,Scary Movie 4,Comedy,45000000,83.0,2006,4,178262620
1164,Scream 3,Horror,40000000,116.0,2000,2,161834276
1165,Back to the Future Part III,Adventure,40000000,118.0,1990,5,244527583
1166,Get Hard,Comedy,40000000,100.0,2015,3,111811453
1167,Dracula,Romance,40000000,128.0,1992,11,215862692
1168,Julie & Julia,Romance,40000000,123.0,2009,8,129540499
1169,42,Drama,40000000,128.0,2013,4,95020213
1170,The Talented Mr. Ripley,Thriller,40000000,139.0,1999,12,128798265
1171,Dumb and Dumber To,Comedy,40000000,110.0,2014,11,169837010
1172,Eight Below,Adventure,40000000,120.0,2006,2,120455994
1173,The Intern,Comedy,35000000,121.0,2015,9,194564672
1174,Ride Along 2,Action,40000000,102.0,2016,1,124827316
1175,The Last of the Mohicans,Action,40000000,112.0,1992,9,75505856
1176,Ray,Drama,40000000,152.0,2004,10,124731534
1177,Sin City,Action,40000000,124.0,2005,4,158733820
1178,Vantage Point,Drama,40000000,90.0,2008,2,151161491
1179,"I Love You, Man",Comedy,41000000,105.0,2009,3,91636986
1180,Shallow Hal,Comedy,40000000,114.0,2001,11,141069860
1181,JFK,Drama,40000000,189.0,1991,12,205405498
1182,Big Momma's House 2,Comedy,40000000,99.0,2006,1,138259062
1183,The Mexican,Action,57000000,123.0,2001,3,147845033
1184,17 Again,Comedy,20000000,102.0,2009,3,136267476
1185,The Other Woman,Comedy,40000000,109.0,2014,4,196781193
1186,The Final Destination,Horror,40000000,82.0,2009,8,186167139
1187,Bridge of Spies,Thriller,40000000,141.0,2015,10,165478348
1188,Behind Enemy Lines,Action,40000000,106.0,2001,11,91753202
1189,Get Him to the Greek,Comedy,40000000,109.0,2010,6,90029656
1190,Shall We Dance?,Drama,50000000,107.0,2004,10,170128460
1191,Small Soldiers,Comedy,40000000,110.0,1998,7,54682547
1192,Spawn,Action,40000000,96.0,1997,7,87840042
1193,The Count of Monte Cristo,Action,35000000,131.0,2002,1,75395048
1194,The Lincoln Lawyer,Crime,40000000,119.0,2011,3,85412898
1195,Unknown,Action,30000000,113.0,2011,2,130786397
1196,The Prestige,Drama,40000000,130.0,2006,10,109676311
1197,Horrible Bosses 2,Comedy,42000000,108.0,2014,11,107670357
1198,Escape from Planet Earth,Animation,40000000,89.0,2013,2,74597643
1199,Apocalypto,Action,40000000,139.0,2006,12,120175290
1200,The Living Daylights,Action,40000000,130.0,1987,6,191185897
1201,Predators,Action,40000000,107.0,2010,7,126248813
1202,Legal Eagles,Comedy,0,116.0,1986,6,0
1203,Secret Window,Thriller,40000000,96.0,2004,3,92913171
1204,The Lake House,Romance,40000000,99.0,2006,6,114830111
1205,The Skeleton Key,Drama,43000000,104.0,2005,7,91974818
1206,The Odd Life of Timothy Green,Fantasy,0,105.0,2012,8,51854875
1207,Made of Honor,Comedy,40000000,101.0,2008,5,84601681
1208,Jersey Boys,,40000000,134.0,2014,6,67347013
1209,The Rainmaker,Drama,40000000,135.0,1997,11,45916769
1210,Gothika,Horror,40000000,98.0,2003,11,141591324
1211,Amistad,Drama,36000000,155.0,1997,12,74000000
1212,Medicine Man,Adventure,40000000,106.0,1992,2,0
1213,Aliens vs Predator: Requiem,Fantasy,40000000,94.0,2007,12,41797066
1214,Ri¢hie Ri¢h,Comedy,40000000,95.0,1994,12,0
1215,Autumn in New York,Drama,65000000,103.0,2000,8,0
1216,Music and Lyrics,Comedy,40000000,96.0,2007,2,145896422
1217,Paul,Adventure,40000000,104.0,2011,2,97552050
1218,The Guilt Trip,Comedy,40000000,95.0,2012,12,41863726
1219,Scream 4,Horror,40000000,111.0,2011,4,97138686
1220,8MM,Thriller,40000000,123.0,1999,2,96618699
1221,The Doors,Drama,38000000,140.0,1991,3,34416893
1222,Sex Tape,Comedy,40000000,97.0,2014,7,126069509
1223,Hanging Up,Comedy,40000000,94.0,2000,2,36037909
1224,Final Destination 5,Horror,47000000,92.0,2011,8,157887643
1225,Mickey Blue Eyes,Comedy,0,102.0,1999,8,0
1226,Pay It Forward,Drama,40000000,122.0,2000,10,55707411
1227,Fever Pitch,Comedy,30000000,103.0,2005,4,50451307
1228,Drillbit Taylor,Comedy,40000000,102.0,2008,3,0
1229,A Million Ways to Die in the West,Comedy,0,116.0,2014,5,0
1230,The Shadow,Adventure,25000000,108.0,1994,7,48063435
1231,Extremely Loud & Incredibly Close,Drama,40000000,129.0,2011,12,55247881
1232,Morning Glory,Comedy,40000000,102.0,2010,1,58785180
1233,Get Rich or Die Tryin',Drama,40000000,117.0,2005,11,46442528
1234,The Art of War,Crime,40000000,117.0,2000,8,30199105
1235,Rent,Drama,40000000,135.0,2005,11,31670620
1236,Bless the Child,Drama,40000000,107.0,2000,8,0
1237,The Out-of-Towners,Comedy,75000000,90.0,1999,4,29000000
1238,The Island of Dr. Moreau,Fantasy,40000000,96.0,1996,8,49627779
1239,The Musketeer,Action,40000000,104.0,2001,9,27053815
1240,The Other Boleyn Girl,Drama,35000000,115.0,2008,2,0
1241,Sweet November,Drama,40000000,119.0,2001,2,65754228
1242,The Reaping,Horror,40000000,99.0,2007,4,62771059
1243,Mean Streets,Drama,500000,110.0,1973,10,3000000
1244,Renaissance Man,Comedy,40000000,128.0,1994,6,24332324
1245,Colombiana,Action,40000000,108.0,2011,7,60965854
1246,Quest for Camelot,Fantasy,40000000,86.0,1998,5,38172500
1247,City By The Sea,Crime,40000000,108.0,2002,9,22433915
1248,At First Sight,Drama,0,128.0,1999,1,0
1249,Torque,Action,40000000,84.0,2004,1,46546197
1250,City Hall,Drama,0,111.0,1996,2,0
1251,Showgirls,Drama,45000000,128.0,1995,9,20350754
1252,Marie Antoinette,Drama,40000000,123.0,2006,5,60474340
1253,Kiss of Death,Action,40000000,101.0,1995,4,0
1254,Get Carter,Action,63600000,102.0,2000,10,19412993
1255,The Impossible,Thriller,42000000,113.0,2012,9,180274123
1256,Ishtar,Action,55000000,107.0,1987,5,14375181
1257,Fantastic Mr. Fox,Adventure,40000000,87.0,2009,10,46471023
1258,Life or Something Like It,Comedy,40000000,103.0,2002,4,16872671
1259,Memoirs of an Invisible Man,Comedy,40000000,99.0,1992,2,14358033
1260,Amélie,Comedy,10000000,122.0,2001,4,173921954
1261,New York Minute,Comedy,0,91.0,2004,5,0
1262,Alfie,Comedy,60000000,103.0,2004,10,13395939
1263,Big Miracle,Adventure,40000000,107.0,2012,2,24719215
1264,The Deep End of the Ocean,Drama,38000000,106.0,1999,3,28121100
1265,FearDotCom,Horror,40000000,101.0,2002,8,18902015
1266,Cirque du Freak: The Vampire's Assistant,Adventure,40000000,109.0,2009,10,28169671
1267,Duplex,Action,40000000,89.0,2003,9,19322135
1268,Soul Men,Comedy,0,103.0,2008,11,0
1269,Raise the Titanic,Action,0,115.0,1980,1,0
1270,Universal Soldier: The Return,Action,45000000,82.0,1999,8,10667893
1271,Pandorum,Action,33000000,108.0,2009,9,20645327
1272,Impostor,Action,40000000,102.0,2001,12,0
1273,Extreme Ops,Action,40000000,93.0,2002,11,10959475
1274,Just Visiting,Comedy,0,88.0,2001,4,0
1275,Sunshine,Science Fiction,50000000,107.0,2007,4,32017803
1276,A Thousand Words,Drama,40000000,91.0,2012,3,22044277
1277,Delgo,Adventure,40000000,94.0,2008,12,0
1278,The Gunman,Action,40000000,115.0,2015,2,13644292
1279,Stormbreaker,Adventure,40000000,93.0,2006,7,23937870
1280,Disturbia,Thriller,20000000,105.0,2007,4,117760134
1281,Hackers,Action,20000000,107.0,1995,9,7563728
1282,The Hunting Party,Action,0,101.0,2007,9,0
1283,The Hudsucker Proxy,Comedy,30000000,111.0,1994,3,0
1284,The Warlords,Action,40000000,126.0,2007,12,0
1285,Nomad: The Warrior,Action,25000000,112.0,2005,7,0
1286,Snowpiercer,Action,39200000,126.0,2013,8,86758912
1287,A Monster in Paris,Adventure,25000000,90.0,2011,10,0
1288,The Last Shot,Action,0,90.0,2004,9,0
1289,The Crow,Fantasy,15000000,102.0,1994,5,94000000
1290,Baahubali: The Beginning,Action,40000000,159.0,2015,7,100000000
1291,The Time Traveler's Wife,Drama,39000000,107.0,2009,8,101229792
1292,Because I Said So,Comedy,0,102.0,2007,2,69485490
1293,Frankenweenie,Animation,39000000,87.0,2012,10,35287788
1294,Serenity,Science Fiction,39000000,119.0,2005,8,38869464
1295,Against the Ropes,Romance,39000000,106.0,2004,2,6614280
1296,Superman III,Comedy,39000000,125.0,1983,6,75850624
1297,Grudge Match,Comedy,40000000,113.0,2013,12,44907260
1298,Red Cliff,Adventure,80341000,150.0,2008,7,127814609
1299,Sweet Home Alabama,Comedy,30000000,108.0,2002,9,180622424
1300,The Ugly Truth,Comedy,38000000,96.0,2009,7,205298907
1301,Sgt. Bilko,Comedy,0,90.0,1996,3,0
1302,Spy Kids 2: The Island of Lost Dreams,Action,38000000,100.0,2002,8,119723358
1303,Star Trek: Generations,Science Fiction,38000000,118.0,1994,11,120000000
1304,The Grandmaster,Action,3860000,130.0,2013,1,64076736
1305,Water for Elephants,Drama,38000000,120.0,2011,3,114156230
1306,Dragon Nest: Warriors' Dawn,Adventure,40000000,88.0,2014,5,0
1307,The Hurricane,Drama,50000000,146.0,1999,9,73956241
1308,Enough,Drama,38000000,114.0,2002,5,51801187
1309,Heartbreakers,Crime,35000000,123.0,2001,3,0
1310,Paul Blart: Mall Cop 2,Action,38000000,94.0,2015,4,107597242
1311,Angel Eyes,Drama,53000000,102.0,2001,5,29700000
1312,Joe Somebody,Comedy,38000000,99.0,2001,12,0
1313,The Ninth Gate,Horror,38000000,133.0,1999,8,58401898
1314,Extreme Measures,Drama,38000000,118.0,1996,9,17380126
